Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
gr17,4497,78,10000,62.3822,0.00623822,1,pop=500,mut=0.3,tour=5,div=20%
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
gr17,4146,688,1000,106.943,0.106943,1,pop=500,mut=0.3,tour=5,div=20%
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
gr17,4226,712,1000,143.55,0.14355,1,pop=500,mut=0.3,tour=5,div=20%
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
gr17,2760,208,10000,7.39042,0.000739042,2,pop=500,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,12005.9,2373,10000,21.4591,0.00214591,2,pop=500,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,11807,997,10000,12.0005,0.00120005,2,pop=500,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,12229,1343,10000,13.4268,0.00134268,2,pop=500,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,12801.8,1029,10000,26.5502,0.00265502,2,pop=1000,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,12684,1011,10000,25.6373,0.00256373,2,pop=1000,mut=0.3,tour=5,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,11482.9,2223,10000,30.1428,0.00301428,2,pop=1000,mut=0.3,tour=10,div=20%,crossover=EAX
Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
berlin52,11999.6,873,10000,19.5462,0.00195462,2,pop=1000,mut=0.3,tour=20,div=20%,crossover=EAX
