Experiment,Run,Pop_Size,Mut_Rate,Tour_Size,Div_Perc,Stag_Lim,Cost_Aware,Dataset,Best_Fitness,Solution_Gen,Total_Gens,Total_Time,Time_Per_Gen
14,3,2000,0.3,5,20,2000,1,gr24,1878,401,5000,67.3411,0.167515
14,3,2000,0.3,5,20,2000,1,gr48,7650,2642,5000,132.385,0.0500891
17,3,2000,0.4,5,30,1500,0,bays29,2967,728,5000,69.954,0.0959589
17,3,2000,0.4,5,30,1500,0,berlin52,11288.8,2449,5000,123.118,0.0502522
17,3,2000,0.4,5,30,1500,0,eil101,1049.89,4163,5000,163.504,0.0392661
17,3,2000,0.4,5,30,1500,0,eil51,646.6,1875,5000,105.33,0.0561458
17,3,2000,0.4,5,30,1500,0,eil76,851.37,2638,5000,134.296,0.0508888
17,3,2000,0.4,5,30,1500,0,fri26,1283,658,5000,65.9539,0.100082
17,3,2000,0.4,5,30,1500,0,gr17,2760,470,5000,59.3946,0.126103
17,3,2000,0.4,5,30,1500,0,gr21,8344,477,5000,60.1121,0.125757
17,3,2000,0.4,5,30,1500,0,gr24,1823,1099,5000,78.904,0.0717309
17,3,2000,0.4,5,30,1500,0,gr48,7684,1545,5000,94.4287,0.0610794
18,2,2000,0.4,7,15,2000,1,bays29,2942,715,5000,69.6906,0.0973332
18,2,2000,0.4,7,15,2000,1,berlin52,11445.6,3972,5000,131.24,0.033033
18,2,2000,0.4,7,15,2000,1,eil101,1017.31,3981,5000,138.252,0.0347192
18,2,2000,0.4,7,15,2000,1,eil51,652.21,1062,5000,80.8111,0.0760217
18,2,2000,0.4,7,15,2000,1,eil76,895.11,3575,5000,136.881,0.0382777
18,2,2000,0.4,7,15,2000,1,fri26,1328,474,5000,63.681,0.134065
18,2,2000,0.4,7,15,2000,1,gr17,2760,353,5000,59.8465,0.169058
18,2,2000,0.4,7,15,2000,1,gr21,8081,1087,5000,78.6955,0.0723304
18,2,2000,0.4,7,15,2000,1,gr24,1855,821,5000,72.307,0.0879647
18,2,2000,0.4,7,15,2000,1,gr48,7581,4139,5000,130.341,0.0314834
18,3,2000,0.4,7,15,2000,1,bays29,2953,1176,5000,81.1853,0.0689764
18,3,2000,0.4,7,15,2000,1,berlin52,11465.8,4734,5000,131.795,0.0278343
18,3,2000,0.4,7,15,2000,1,eil101,1032.24,4499,5000,138.138,0.0306974
18,3,2000,0.4,7,15,2000,1,eil51,650.75,4118,5000,131.72,0.0319787
18,3,2000,0.4,7,15,2000,1,eil76,859.56,4902,5000,136.201,0.0277791
18,3,2000,0.4,7,15,2000,1,fri26,1320,815,5000,72.2883,0.0885886
18,3,2000,0.4,7,15,2000,1,gr17,2760,451,5000,62.2406,0.1377
18,3,2000,0.4,7,15,2000,1,gr21,8342,628,5000,67.0463,0.106592
18,3,2000,0.4,7,15,2000,1,gr24,1822,379,5000,61.2819,0.161268
18,3,2000,0.4,7,15,2000,1,gr48,7476,2276,5000,111.872,0.0491314
17,2,2000,0.4,5,30,1500,0,bays29,2960,880,5000,74.1583,0.0841751
17,2,2000,0.4,5,30,1500,0,berlin52,11710.3,1880,5000,105.202,0.055929
17,2,2000,0.4,5,30,1500,0,eil101,1049.16,4700,5000,162.832,0.0346378
17,2,2000,0.4,5,30,1500,0,eil51,668.08,1981,5000,108.482,0.0547336
17,2,2000,0.4,5,30,1500,0,eil76,845.38,3222,5000,151.865,0.0471191
17,2,2000,0.4,5,30,1500,0,fri26,1283,503,5000,61.027,0.121085
17,2,2000,0.4,5,30,1500,0,gr17,2760,420,5000,57.6882,0.137027
17,2,2000,0.4,5,30,1500,0,gr21,8285,893,5000,72.1787,0.0807368
17,2,2000,0.4,5,30,1500,0,gr24,1840,1535,5000,92.1717,0.0600076
17,2,2000,0.4,5,30,1500,0,gr48,7564,3711,5000,153.77,0.0414251
17,1,2000,0.4,5,30,1500,0,bays29,3060,904,5000,75.5854,0.0835198
17,1,2000,0.4,5,30,1500,0,berlin52,11776.2,3306,5000,150.122,0.0453951
17,1,2000,0.4,5,30,1500,0,eil101,1035.48,4712,5000,164.036,0.034805
17,1,2000,0.4,5,30,1500,0,eil51,651.84,2777,5000,134.043,0.0482515
17,1,2000,0.4,5,30,1500,0,eil76,866.42,4981,5000,161.469,0.0324104
17,1,2000,0.4,5,30,1500,0,fri26,1301,746,5000,68.7838,0.09208
17,1,2000,0.4,5,30,1500,0,gr17,2760,256,5000,53.2294,0.207118
17,1,2000,0.4,5,30,1500,0,gr21,8427,1659,5000,96.4746,0.0581172
17,1,2000,0.4,5,30,1500,0,gr24,1838,879,5000,72.6191,0.0825217
17,1,2000,0.4,5,30,1500,0,gr48,7725,2703,5000,130.489,0.0482577
18,1,2000,0.4,7,15,2000,1,bays29,3070,1548,5000,96.8066,0.0624962
18,1,2000,0.4,7,15,2000,1,berlin52,11763.1,4084,5000,139.902,0.0342477
18,1,2000,0.4,7,15,2000,1,eil101,1039.43,4736,5000,146.946,0.0310209
18,1,2000,0.4,7,15,2000,1,eil51,667.49,1885,5000,108.904,0.0577434
18,1,2000,0.4,7,15,2000,1,eil76,865.07,2793,5000,139.474,0.0499191
18,1,2000,0.4,7,15,2000,1,fri26,1283,433,5000,66.6064,0.153471
18,1,2000,0.4,7,15,2000,1,gr17,2760,338,5000,62.6033,0.18467
18,1,2000,0.4,7,15,2000,1,gr21,8460,829,5000,76.7379,0.0924553
18,1,2000,0.4,7,15,2000,1,gr24,1840,4460,5000,136.635,0.0306289
18,1,2000,0.4,7,15,2000,1,gr48,7771,3819,5000,138.876,0.036355
19,1,3000,0.2,3,20,1500,0,bays29,2975,964,5000,101.461,0.105141
19,1,3000,0.2,3,20,1500,0,berlin52,11713.6,3598,5000,209.388,0.0581795
19,1,3000,0.2,3,20,1500,0,eil101,1040.52,4935,5000,216.844,0.0439311
19,1,3000,0.2,3,20,1500,0,eil51,669.65,2546,5000,168.627,0.0662061
19,1,3000,0.2,3,20,1500,0,eil76,867.99,4704,5000,210.655,0.0447726
19,1,3000,0.2,3,20,1500,0,fri26,1302,610,5000,85.3823,0.139742
19,1,3000,0.2,3,20,1500,0,gr17,2760,108,5000,64.5905,0.592573
19,1,3000,0.2,3,20,1500,0,gr21,8292,1628,5000,124.866,0.0766517
19,1,3000,0.2,3,20,1500,0,gr24,1855,1820,5000,132.482,0.0727523
19,1,3000,0.2,3,20,1500,0,gr48,7612,3878,5000,206.504,0.0532365
19,2,3000,0.2,3,20,1500,0,bays29,2928,1158,5000,115.799,0.0999131
19,2,3000,0.2,3,20,1500,0,berlin52,11709.2,3338,5000,215.913,0.0646639
19,2,3000,0.2,3,20,1500,0,eil101,1037.29,4895,5000,230.496,0.0470784
19,2,3000,0.2,3,20,1500,0,eil51,659.88,2903,5000,194.946,0.0671303
19,2,3000,0.2,3,20,1500,0,eil76,883.78,4644,5000,223.491,0.0481144
19,2,3000,0.2,3,20,1500,0,fri26,1334,1389,5000,124.134,0.0893048
19,2,3000,0.2,3,20,1500,0,gr17,2760,597,5000,89.0168,0.148858
19,2,3000,0.2,3,20,1500,0,gr21,8192,1502,5000,127.435,0.0847872
19,2,3000,0.2,3,20,1500,0,gr24,1876,2873,5000,185.816,0.0646541
19,2,3000,0.2,3,20,1500,0,gr48,7514,4397,5000,219.537,0.0499174
21,1,3000,0.2,7,15,1000,0,bays29,2976,626,5000,65.3552,0.104235
21,1,3000,0.2,7,15,1000,0,berlin52,11175.1,1910,5000,117.413,0.0614404
21,1,3000,0.2,7,15,1000,0,eil101,1019.94,4598,5000,209.777,0.0456137
21,1,3000,0.2,7,15,1000,0,eil51,662.6,2732,5000,150.146,0.0549381
21,1,3000,0.2,7,15,1000,0,eil76,848.49,4699,5000,204.365,0.0434818
21,1,3000,0.2,7,15,1000,0,fri26,1365,797,5000,69.7173,0.0873651
21,1,3000,0.2,7,15,1000,0,gr17,2760,777,5000,68.1138,0.0875499
21,1,3000,0.2,7,15,1000,0,gr21,8351,1004,5000,77.1701,0.0767861
21,1,3000,0.2,7,15,1000,0,gr24,1841,1538,5000,98.3694,0.0639178
21,1,3000,0.2,7,15,1000,0,gr48,7580,2710,5000,147.413,0.0543757
21,2,3000,0.2,7,15,1000,0,bays29,2926,424,5000,57.6914,0.135744
21,2,3000,0.2,7,15,1000,0,berlin52,11668.4,2071,5000,124.294,0.0599873
21,2,3000,0.2,7,15,1000,0,eil101,1045.23,4658,5000,210.794,0.0452445
21,2,3000,0.2,7,15,1000,0,eil51,681.96,2616,5000,146.062,0.0558129
21,2,3000,0.2,7,15,1000,0,eil76,879.33,4587,5000,204.603,0.0445953
21,2,3000,0.2,7,15,1000,0,fri26,1283,951,5000,76.1217,0.0799598
21,2,3000,0.2,7,15,1000,0,gr17,2760,245,5000,48.2698,0.196219
21,2,3000,0.2,7,15,1000,0,gr21,8377,1330,5000,90.5416,0.0680252
21,2,3000,0.2,7,15,1000,0,gr24,1871,1408,5000,94.5009,0.0670695
21,2,3000,0.2,7,15,1000,0,gr48,7402,3051,5000,162.399,0.0532106
21,3,3000,0.2,7,15,1000,0,bays29,2975,243,5000,50.3521,0.206361
21,3,3000,0.2,7,15,1000,0,berlin52,11672,2342,5000,134.435,0.0573775
21,3,3000,0.2,7,15,1000,0,eil101,1031.19,4701,5000,210.381,0.0447429
21,3,3000,0.2,7,15,1000,0,eil51,658.42,3386,5000,175.924,0.0519408
21,3,3000,0.2,7,15,1000,0,eil76,860.86,4961,5000,203.885,0.0410892
21,3,3000,0.2,7,15,1000,0,fri26,1302,2539,5000,137,0.0539369
21,3,3000,0.2,7,15,1000,0,gr17,2760,1029,5000,77.6126,0.0753521
21,3,3000,0.2,7,15,1000,0,gr21,8272,1880,5000,110.994,0.059008
21,3,3000,0.2,7,15,1000,0,gr24,1823,639,5000,63.6987,0.0995293
21,3,3000,0.2,7,15,1000,0,gr48,7732,2489,5000,138.875,0.0557729
22,1,3000,0.3,3,30,1000,1,bays29,2939,948,5000,81.0375,0.0853926
22,1,3000,0.3,3,30,1000,1,berlin52,11162.6,2303,5000,143.244,0.0621718
22,1,3000,0.3,3,30,1000,1,eil101,1042.07,3923,5000,221.139,0.0563556
22,1,3000,0.3,3,30,1000,1,eil51,664.38,3935,5000,212.692,0.0540376
22,1,3000,0.3,3,30,1000,1,eil76,864.94,4440,5000,218.639,0.0492319
22,1,3000,0.3,3,30,1000,1,fri26,1361,626,5000,67.8032,0.108139
22,1,3000,0.3,3,30,1000,1,gr17,2953,606,5000,66.4109,0.109408
22,1,3000,0.3,3,30,1000,1,gr21,7788,1655,5000,110.253,0.0665781
22,1,3000,0.3,3,30,1000,1,gr24,1855,1554,5000,106.244,0.0683244
22,1,3000,0.3,3,30,1000,1,gr48,7544,2296,5000,140.912,0.0613462
19,3,3000,0.2,3,20,1500,0,bays29,2960,1786,5000,142.316,0.0796396
19,3,3000,0.2,3,20,1500,0,berlin52,11576.6,3240,5000,210.204,0.0648577
19,3,3000,0.2,3,20,1500,0,eil101,1035.88,4673,5000,229.48,0.0490971
19,3,3000,0.2,3,20,1500,0,eil51,649.72,4530,5000,219.219,0.0483821
19,3,3000,0.2,3,20,1500,0,eil76,889.4,4900,5000,222.302,0.0453585
19,3,3000,0.2,3,20,1500,0,fri26,1302,1115,5000,111.61,0.100009
19,3,3000,0.2,3,20,1500,0,gr17,2760,508,5000,84.2822,0.165584
19,3,3000,0.2,3,20,1500,0,gr21,8265,657,5000,91.7573,0.139449
19,3,3000,0.2,3,20,1500,0,gr24,1843,566,5000,88.3669,0.15585
19,3,3000,0.2,3,20,1500,0,gr48,7728,3215,5000,205.35,0.0638527
20,3,3000,0.2,5,30,2000,1,bays29,2975,595,5000,115.348,0.193537
20,3,3000,0.2,5,30,2000,1,berlin52,11486.2,1204,5000,147.486,0.122395
20,3,3000,0.2,5,30,2000,1,eil101,1037.64,4622,5000,237.285,0.0513272
20,3,3000,0.2,5,30,2000,1,eil51,668.14,2720,5000,215.932,0.0793576
20,3,3000,0.2,5,30,2000,1,eil76,862.19,4477,5000,229.964,0.0513542
20,3,3000,0.2,5,30,2000,1,fri26,1361,758,5000,122.453,0.161335
20,3,3000,0.2,5,30,2000,1,gr17,2760,377,5000,103.641,0.274183
20,3,3000,0.2,5,30,2000,1,gr21,8251,988,5000,131.705,0.13317
20,3,3000,0.2,5,30,2000,1,gr24,1855,1365,5000,148.675,0.108839
20,3,3000,0.2,5,30,2000,1,gr48,7781,2098,5000,187.083,0.0891296
20,1,3000,0.2,5,30,2000,1,bays29,2939,1099,5000,136.319,0.123927
20,1,3000,0.2,5,30,2000,1,berlin52,11229.1,1531,5000,161.3,0.105287
20,1,3000,0.2,5,30,2000,1,eil101,1037.06,4612,5000,235.395,0.0510286
20,1,3000,0.2,5,30,2000,1,eil51,669.03,2601,5000,209.48,0.0805074
20,1,3000,0.2,5,30,2000,1,eil76,853,4631,5000,229.214,0.0494848
20,1,3000,0.2,5,30,2000,1,fri26,1302,1252,5000,142.943,0.11408
20,1,3000,0.2,5,30,2000,1,gr17,2760,487,5000,108.258,0.22184
20,1,3000,0.2,5,30,2000,1,gr21,7980,3259,5000,218.881,0.0671413
20,1,3000,0.2,5,30,2000,1,gr24,1865,93,5000,93.0498,0.989892
20,1,3000,0.2,5,30,2000,1,gr48,7282,3839,5000,224.755,0.05853
20,2,3000,0.2,5,30,2000,1,bays29,2973,2516,5000,199.563,0.0792862
20,2,3000,0.2,5,30,2000,1,berlin52,11182.4,2448,5000,203.815,0.0832239
20,2,3000,0.2,5,30,2000,1,eil101,1063.23,4765,5000,235.694,0.0494532
20,2,3000,0.2,5,30,2000,1,eil51,653.33,3737,5000,226.14,0.0604975
20,2,3000,0.2,5,30,2000,1,eil76,867.68,4592,5000,229.72,0.0500153
20,2,3000,0.2,5,30,2000,1,fri26,1349,2716,5000,208.28,0.0766583
20,2,3000,0.2,5,30,2000,1,gr17,2760,385,5000,104.369,0.270386
20,2,3000,0.2,5,30,2000,1,gr21,8108,1116,5000,136.804,0.122474
20,2,3000,0.2,5,30,2000,1,gr24,1845,1150,5000,138.858,0.120641
20,2,3000,0.2,5,30,2000,1,gr48,7399,3526,5000,226.138,0.0641162
22,3,3000,0.3,3,30,1000,1,bays29,2993,579,5000,69.3363,0.119545
22,3,3000,0.3,3,30,1000,1,berlin52,11691.1,2938,5000,178.614,0.0607738
22,3,3000,0.3,3,30,1000,1,eil101,1059.37,4847,5000,235.155,0.0485056
22,3,3000,0.3,3,30,1000,1,eil51,646.93,2545,5000,160.278,0.0629528
22,3,3000,0.3,3,30,1000,1,eil76,848.38,4972,5000,229.246,0.0460982
22,3,3000,0.3,3,30,1000,1,fri26,1302,779,5000,78.0359,0.100046
22,3,3000,0.3,3,30,1000,1,gr17,2760,347,5000,58.0233,0.166734
22,3,3000,0.3,3,30,1000,1,gr21,8329,799,5000,78.3409,0.0979262
22,3,3000,0.3,3,30,1000,1,gr24,1855,603,5000,70.2179,0.116255
22,3,3000,0.3,3,30,1000,1,gr48,7804,1064,5000,93.1437,0.0874589
23,3,3000,0.3,5,15,1500,0,bays29,2916,1984,5000,137.52,0.0692797
23,3,3000,0.3,5,15,1500,0,berlin52,11539.5,2137,5000,146.602,0.0685696
23,3,3000,0.3,5,15,1500,0,eil101,1030.09,4305,5000,210.275,0.0488331
23,3,3000,0.3,5,15,1500,0,eil51,658.5,1427,5000,118.054,0.0826707
23,3,3000,0.3,5,15,1500,0,eil76,860.18,2907,5000,180.651,0.0621222
23,3,3000,0.3,5,15,1500,0,fri26,1383,742,5000,87.3537,0.117569
23,3,3000,0.3,5,15,1500,0,gr17,2858,454,5000,75.3084,0.165513
23,3,3000,0.3,5,15,1500,0,gr21,8109,2624,5000,159.45,0.0607427
23,3,3000,0.3,5,15,1500,0,gr24,1843,560,5000,80.1443,0.14286
23,3,3000,0.3,5,15,1500,0,gr48,7599,2681,5000,166.901,0.06223
22,2,3000,0.3,3,30,1000,1,bays29,2958,936,5000,85.441,0.0911856
22,2,3000,0.3,3,30,1000,1,berlin52,11508.6,2627,5000,166.38,0.0633105
22,2,3000,0.3,3,30,1000,1,eil101,1020.85,4919,5000,238.213,0.0484173
22,2,3000,0.3,3,30,1000,1,eil51,653.71,2771,5000,171.865,0.0620005
22,2,3000,0.3,3,30,1000,1,eil76,870.1,4895,5000,231.276,0.0472376
22,2,3000,0.3,3,30,1000,1,fri26,1301,986,5000,87.549,0.0887022
22,2,3000,0.3,3,30,1000,1,gr17,2760,211,5000,53.0757,0.250357
22,2,3000,0.3,3,30,1000,1,gr21,8165,1961,5000,130.347,0.0664359
22,2,3000,0.3,3,30,1000,1,gr24,1818,651,5000,73.0061,0.111973
22,2,3000,0.3,3,30,1000,1,gr48,7487,2539,5000,160.617,0.0632351
24,1,3000,0.3,7,20,2000,1,bays29,3060,968,5000,117.359,0.121114
24,1,3000,0.3,7,20,2000,1,berlin52,11742.3,2354,5000,178.405,0.0757559
24,1,3000,0.3,7,20,2000,1,eil101,1010.87,4762,5000,212.26,0.0445643
24,1,3000,0.3,7,20,2000,1,eil51,669.44,1816,5000,156.29,0.0860155
24,1,3000,0.3,7,20,2000,1,eil76,861.36,3807,5000,206.613,0.0542577
24,1,3000,0.3,7,20,2000,1,fri26,1283,685,5000,106.233,0.154858
24,1,3000,0.3,7,20,2000,1,gr17,2996,50,5000,80.5975,1.58034
24,1,3000,0.3,7,20,2000,1,gr21,7788,1292,5000,129.266,0.0999735
24,1,3000,0.3,7,20,2000,1,gr24,1823,1102,5000,122.622,0.111171
24,1,3000,0.3,7,20,2000,1,gr48,7649,2176,5000,170.939,0.0785206
23,1,3000,0.3,5,15,1500,0,bays29,2922,2169,5000,152.757,0.0703949
23,1,3000,0.3,5,15,1500,0,berlin52,11540.2,4378,5000,213.346,0.0487203
23,1,3000,0.3,5,15,1500,0,eil101,1017.7,4782,5000,221.334,0.0462751
23,1,3000,0.3,5,15,1500,0,eil51,657.71,4165,5000,212.684,0.0510524
23,1,3000,0.3,5,15,1500,0,eil76,845.41,4485,5000,215.283,0.0479899
23,1,3000,0.3,5,15,1500,0,fri26,1320,552,5000,84.862,0.153458
23,1,3000,0.3,5,15,1500,0,gr17,2760,482,5000,80.2198,0.166087
23,1,3000,0.3,5,15,1500,0,gr21,8021,496,5000,82.0391,0.165069
23,1,3000,0.3,5,15,1500,0,gr24,1892,1374,5000,118.612,0.0862633
23,1,3000,0.3,5,15,1500,0,gr48,7693,1870,5000,142.949,0.0764023
24,2,3000,0.3,7,20,2000,1,bays29,2951,1502,5000,137.108,0.0912227
24,2,3000,0.3,7,20,2000,1,berlin52,12058.5,2738,5000,194.106,0.0708673
24,2,3000,0.3,7,20,2000,1,eil101,1039.54,4824,5000,211.364,0.0438061
24,2,3000,0.3,7,20,2000,1,eil51,645.27,3295,5000,202.996,0.0615885
24,2,3000,0.3,7,20,2000,1,eil76,832.16,4742,5000,204.781,0.0431755
24,2,3000,0.3,7,20,2000,1,fri26,1361,138,5000,84.6834,0.609233
24,2,3000,0.3,7,20,2000,1,gr17,2858,163,5000,84.5174,0.51535
24,2,3000,0.3,7,20,2000,1,gr21,7788,886,5000,112.653,0.127005
24,2,3000,0.3,7,20,2000,1,gr24,1840,565,5000,100.598,0.177735
24,2,3000,0.3,7,20,2000,1,gr48,7618,3803,5000,202.396,0.053206
24,3,3000,0.3,7,20,2000,1,bays29,2936,952,5000,116.681,0.122436
24,3,3000,0.3,7,20,2000,1,berlin52,11698.1,3497,5000,205.242,0.0586741
24,3,3000,0.3,7,20,2000,1,eil101,1033.59,4806,5000,212.826,0.0442742
24,3,3000,0.3,7,20,2000,1,eil51,642.76,2418,5000,180.712,0.0747053
24,3,3000,0.3,7,20,2000,1,eil76,855.56,3642,5000,206.956,0.0568093
24,3,3000,0.3,7,20,2000,1,fri26,1320,713,5000,107.189,0.150124
24,3,3000,0.3,7,20,2000,1,gr17,2760,377,5000,93.0943,0.246281
24,3,3000,0.3,7,20,2000,1,gr21,8021,1166,5000,124.611,0.106779
24,3,3000,0.3,7,20,2000,1,gr24,1840,2181,5000,165.349,0.0757786
24,3,3000,0.3,7,20,2000,1,gr48,7687,3851,5000,202.309,0.0525205
23,2,3000,0.3,5,15,1500,0,bays29,2990,2366,5000,162.627,0.0687059
23,2,3000,0.3,5,15,1500,0,berlin52,12313.3,4955,5000,214.536,0.0432881
23,2,3000,0.3,5,15,1500,0,eil101,1030.65,4949,5000,222.584,0.0449664
23,2,3000,0.3,5,15,1500,0,eil51,665.03,4948,5000,213.774,0.0431953
23,2,3000,0.3,5,15,1500,0,eil76,873.39,4818,5000,215.766,0.044774
23,2,3000,0.3,5,15,1500,0,fri26,1301,662,5000,89.8777,0.135562
23,2,3000,0.3,5,15,1500,0,gr17,2760,1863,5000,138.226,0.0741557
23,2,3000,0.3,5,15,1500,0,gr21,8268,3274,5000,197.481,0.0602995
23,2,3000,0.3,5,15,1500,0,gr24,1823,1375,5000,119.281,0.0866867
23,2,3000,0.3,5,15,1500,0,gr48,7706,3923,5000,212.793,0.0542285
26,2,3000,0.4,5,20,1000,1,bays29,2942,1416,5000,94.26,0.0665208
26,2,3000,0.4,5,20,1000,1,berlin52,11533.3,2393,5000,137.799,0.0575603
26,2,3000,0.4,5,20,1000,1,eil101,1037.89,3356,5000,184.818,0.0550546
26,2,3000,0.4,5,20,1000,1,eil51,652.14,3255,5000,172.653,0.053026
26,2,3000,0.4,5,20,1000,1,eil76,866.61,2851,5000,159.298,0.0558549
26,2,3000,0.4,5,20,1000,1,fri26,1283,1093,5000,81.6544,0.0746384
26,2,3000,0.4,5,20,1000,1,gr17,2760,416,5000,54.8529,0.131542
26,2,3000,0.4,5,20,1000,1,gr21,8511,1010,5000,78.3119,0.0774599
26,2,3000,0.4,5,20,1000,1,gr24,1845,359,5000,53.3165,0.148101
26,2,3000,0.4,5,20,1000,1,gr48,7669,2709,5000,149.951,0.0553325
26,1,3000,0.4,5,20,1000,1,bays29,2906,907,5000,79.5634,0.0876248
26,1,3000,0.4,5,20,1000,1,berlin52,11822.1,2410,5000,147.846,0.0613214
26,1,3000,0.4,5,20,1000,1,eil101,1061.47,4174,5000,225.229,0.053947
26,1,3000,0.4,5,20,1000,1,eil51,668.91,2074,5000,132.694,0.0639487
26,1,3000,0.4,5,20,1000,1,eil76,872.42,4532,5000,218.503,0.0482028
26,1,3000,0.4,5,20,1000,1,fri26,1283,265,5000,52.9931,0.199222
26,1,3000,0.4,5,20,1000,1,gr17,2760,306,5000,53.8503,0.175408
26,1,3000,0.4,5,20,1000,1,gr21,8243,498,5000,62.1932,0.124636
26,1,3000,0.4,5,20,1000,1,gr24,1841,837,5000,76.4619,0.0912433
26,1,3000,0.4,5,20,1000,1,gr48,7612,2152,5000,135.57,0.062968
26,3,3000,0.4,5,20,1000,1,bays29,2916,1224,5000,92.0921,0.0751772
26,3,3000,0.4,5,20,1000,1,berlin52,11423.5,2820,5000,165.465,0.0586549
26,3,3000,0.4,5,20,1000,1,eil101,1031.57,4435,5000,225.237,0.0507749
26,3,3000,0.4,5,20,1000,1,eil51,654.15,2320,5000,142.851,0.0615472
26,3,3000,0.4,5,20,1000,1,eil76,864.26,4997,5000,218.384,0.0436943
26,3,3000,0.4,5,20,1000,1,fri26,1283,720,5000,71.5391,0.0992221
26,3,3000,0.4,5,20,1000,1,gr17,2760,297,5000,53.5194,0.179595
26,3,3000,0.4,5,20,1000,1,gr21,8286,503,5000,62.2405,0.123493
26,3,3000,0.4,5,20,1000,1,gr24,1855,1107,5000,87.1461,0.0786517
26,3,3000,0.4,5,20,1000,1,gr48,7686,3265,5000,182.07,0.055747
27,1,3000,0.4,7,30,1500,0,bays29,2939,840,5000,101.622,0.120835
27,1,3000,0.4,7,30,1500,0,berlin52,11562.8,1428,5000,129.603,0.0906946
27,1,3000,0.4,7,30,1500,0,eil101,1050.35,3723,5000,230.534,0.0619049
27,1,3000,0.4,7,30,1500,0,eil51,662.14,4275,5000,218.172,0.0510225
27,1,3000,0.4,7,30,1500,0,eil76,865.82,4791,5000,221.655,0.0462553
27,1,3000,0.4,7,30,1500,0,fri26,1283,891,5000,101.757,0.114077
27,1,3000,0.4,7,30,1500,0,gr17,2760,246,5000,73.8059,0.298809
27,1,3000,0.4,7,30,1500,0,gr21,7962,811,5000,97.8092,0.120455
27,1,3000,0.4,7,30,1500,0,gr24,1855,593,5000,88.9307,0.149715
27,1,3000,0.4,7,30,1500,0,gr48,7680,1825,5000,145.383,0.0796182
27,2,3000,0.4,7,30,1500,0,bays29,2936,1305,5000,121.4,0.0929557
27,2,3000,0.4,7,30,1500,0,berlin52,11799.1,1348,5000,126.519,0.0937874
27,2,3000,0.4,7,30,1500,0,eil101,1012.79,4569,5000,229.438,0.0502052
27,2,3000,0.4,7,30,1500,0,eil51,663.77,3743,5000,219.96,0.0587501
27,2,3000,0.4,7,30,1500,0,eil76,861.8,3849,5000,223.716,0.0581079
27,2,3000,0.4,7,30,1500,0,fri26,1337,1339,5000,121.055,0.0903394
27,2,3000,0.4,7,30,1500,0,gr17,2760,416,5000,80.9945,0.194231
27,2,3000,0.4,7,30,1500,0,gr21,8220,721,5000,94.3227,0.130641
27,2,3000,0.4,7,30,1500,0,gr24,1859,1070,5000,109.459,0.102203
27,2,3000,0.4,7,30,1500,0,gr48,7697,3544,5000,219.16,0.0618224
25,3,3000,0.4,3,15,2000,0,bays29,2942,1209,5000,133.997,0.110741
25,3,3000,0.4,3,15,2000,0,berlin52,11417.6,2389,5000,186.924,0.0782108
25,3,3000,0.4,3,15,2000,0,eil101,1038.55,4924,5000,220.631,0.0447982
25,3,3000,0.4,3,15,2000,0,eil51,656.48,3766,5000,211.407,0.0561209
25,3,3000,0.4,3,15,2000,0,eil76,862.34,4781,5000,213.348,0.0446148
25,3,3000,0.4,3,15,2000,0,fri26,1302,1323,5000,136.433,0.103046
25,3,3000,0.4,3,15,2000,0,gr17,2760,236,5000,91.171,0.384688
25,3,3000,0.4,3,15,2000,0,gr21,8031,1447,5000,140.663,0.0971427
25,3,3000,0.4,3,15,2000,0,gr24,1855,623,5000,107.991,0.173062
25,3,3000,0.4,3,15,2000,0,gr48,7390,1445,5000,145.534,0.100646
25,2,3000,0.4,3,15,2000,0,bays29,2941,2362,5000,181.295,0.0767222
25,2,3000,0.4,3,15,2000,0,berlin52,11504.5,4555,5000,212.557,0.0466543
25,2,3000,0.4,3,15,2000,0,eil101,1071.6,4670,5000,220.733,0.0472561
25,2,3000,0.4,3,15,2000,0,eil51,640.07,4264,5000,212.32,0.0497819
25,2,3000,0.4,3,15,2000,0,eil76,868.27,4804,5000,213.223,0.0443753
25,2,3000,0.4,3,15,2000,0,fri26,1301,838,5000,116.862,0.139287
25,2,3000,0.4,3,15,2000,0,gr17,2760,200,5000,89.9578,0.447551
25,2,3000,0.4,3,15,2000,0,gr21,8069,1260,5000,133.781,0.106091
25,2,3000,0.4,3,15,2000,0,gr24,1873,276,5000,94.1922,0.340044
25,2,3000,0.4,3,15,2000,0,gr48,7625,3756,5000,211.516,0.0562992
25,1,3000,0.4,3,15,2000,0,bays29,2936,917,5000,123.238,0.134246
25,1,3000,0.4,3,15,2000,0,berlin52,11570.8,4579,5000,213.011,0.046509
25,1,3000,0.4,3,15,2000,0,eil101,1024.3,4891,5000,222.475,0.0454773
25,1,3000,0.4,3,15,2000,0,eil51,659.13,4529,5000,212.79,0.0469736
25,1,3000,0.4,3,15,2000,0,eil76,865.26,4888,5000,216.992,0.0443837
25,1,3000,0.4,3,15,2000,0,fri26,1283,3482,5000,208.124,0.0597541
25,1,3000,0.4,3,15,2000,0,gr17,2760,482,5000,101.133,0.209385
25,1,3000,0.4,3,15,2000,0,gr21,8344,918,5000,120.685,0.131322
25,1,3000,0.4,3,15,2000,0,gr24,1855,1122,5000,129.765,0.115552
