Dataset,Your_Best,Paper_Best,Gap,Gap_Percent
bays29,2906.0,,,
berlin52,11162.0,11087.0,75.0,0.6764679354198612
eil101,1002.69,947.4,55.29000000000008,5.8359721342621995
eil51,638.1,630.0,8.100000000000023,1.2857142857142894
eil76,832.16,802.0,30.159999999999968,3.7605985037406446
fri26,1283.0,1283.0,0.0,0.0
gr17,2760.0,2760.0,0.0,0.0
gr21,7788.0,7788.0,0.0,0.0
gr24,1806.0,1806.0,0.0,0.0
gr48,7282.0,7288.0,-6.0,-0.0823271130625686
