Dataset Name,Best Fitness,Solution Generation,Total Generations,Total Time (s),Time Per Generation (s),Mode,Extra Info
bays29,3016,1308,5000,36.8604,0.0281592,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
berlin52,11343.1,1918,5000,44.9933,0.0234462,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
eil101,1046.67,3733,5000,77.7782,0.0208297,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
eil51,653.85,2158,5000,48.47,0.0224502,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
eil76,867.95,3472,5000,71.4816,0.0205821,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
fri26,1302,296,5000,19.847,0.0668248,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
gr17,2760,131,5000,17.0475,0.129148,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
gr21,8422,881,5000,28.398,0.0321973,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
gr24,1923,692,5000,25.6885,0.0370685,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
gr48,7616,1234,5000,34.3637,0.0278249,0,pop=1000,mut=0.4,tour=7,div=20%,crossover=EAX,mutation=Batch2opt
